bill_id,congress,session,bill_type,bill_number,title,date,sponsors,committees
BILLS-118sjres2is,,,S.,J.,Proposing an amendment to the Constitution of the United States relative to limiting the number of terms that a Member of Congress may serve.,"January 23 (legislative day, January 3), 2023",[],[]
