bill_id,congress,session,bill_type,bill_number,title,date,sponsors,committees
BILLS-118sjres1is,,,S.,J.,"Proposing amendments to the Constitution of the United States relative to the line item veto, a limitation on the number of terms that a Member of Congress may serve, and requiring a vote of two-thirds of the membership of both Houses of Congress on any legislation raising or imposing new taxes or fees.","January 23 (legislative day, January 3), 2023",[],[]
