bill_id,congress,session,bill_type,bill_number,title,date,sponsors,committees
BILLS-118s1is,,,S.,1,"To expand Americans’ access to the ballot box and reduce the influence of big money in politics, and for other purposes.","July 25, 2023",[],[]
