bill_id,congress,session,bill_type,bill_number,title,date,sponsors,committees
BILLS-118sconres2is,,,S.,CON.,"Commending the bravery, courage, and resolve of the women and men of Iran demonstrating in more than 133 cities and risking their safety to speak out against the Iranian regime's human rights abuses.","January 26, 2023",[],[]
