bill_id,congress,session,bill_type,bill_number,title,date,sponsors,committees
BILLS-118hjres1ih,,,H.,J.,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,"January 9, 2023",[],[]
