bill_id,congress,session,bill_type,bill_number,title,date,sponsors,committees
BILLS-118sconres1is,,,S.,CON.,"Requiring the Architect of the Capitol, the Secretary of the Senate, and the Chief Administrative Officer of the House of Representatives to contract with food service contractors and vending machine contractors for the Capitol Complex that accept cryptocurrency, and for other purposes.","January 25, 2023",[],[]
