bill_id,congress,session,bill_type,bill_number,title,date,sponsors,committees
BILLS-118hr1ih,,,H.,R.,"To lower energy costs by increasing American energy production, exports, infrastructure, and critical minerals processing, by promoting transparency, accountability, permitting, and production of American resources, and by improving water quality certification and energy projects, and for other purposes.","March 14, 2023",[],[]
